id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
23435746,Home in Port Fairy  3.80  4  5  2,Moyne,-38.38735,142.22118,Entire home/apt,295.0,2,5,0.07,112,132,0
23436105,Home in Port Fairy  4.33  4  5  2,Moyne,-38.37813,142.2437,Entire home/apt,501.0,2,3,0.05,112,115,0
23437089,Home in Port Fairy  4.75  5  6  2,Moyne,-38.3802,142.24262,Entire home/apt,548.0,2,4,0.08,112,130,2
23437317,Home in Port Fairy  4.67  3  3  1.5,Moyne,-38.38244,142.22837,Entire home/apt,244.0,2,6,0.1,112,136,1
23437489,Home in Port Fairy  4.36  3  3  2,Moyne,-38.38856,142.24069,Entire home/apt,295.0,2,11,0.26,112,145,3
23437812,Home in Warrnambool  4.93  3  5  2,Warrnambool,-38.38388,142.47356,Entire home/apt,324.0,2,15,0.24,112,142,3
23438005,Home in Port Fairy  4.50  4  5  2,Moyne,-38.39112,142.22381,Entire home/apt,369.0,2,24,0.38,112,134,6
23438439,Home in Port Fairy  4.84  4  6  3,Moyne,-38.37798,142.2427,Entire home/apt,506.0,2,25,0.42,112,65,5
23439297,Home in Marengo  5.0  2  3  1 bath,Colac Otway,-38.7806,143.65594,Entire home/apt,471.0,2,16,0.23,2,173,9
23469497,Home in Queenscliff  4.0  2  2  1 bath,Queenscliffe,-38.26933,144.6515,Entire home/apt,328.0,1,4,0.06,58,299,0
23470681,Home in Barwon Heads  4.95  4  4  2,Greater Geelong,-38.26688,144.49829,Entire home/apt,606.0,2,40,0.56,1,345,2
23471432,Home in Connewarre  4.84  4  4  2.5,Greater Geelong,-38.27668,144.45394,Entire home/apt,650.0,2,64,0.92,153,233,13
23474378,Home in Peterborough  4.94  4  10  3,Moyne,-38.60692,142.87587,Entire home/apt,380.0,1,77,1.09,1,110,10
23486845,Home in Drysdale  4.96  5  28  2.5,Greater Geelong,-38.11583,144.65086,Entire home/apt,900.0,2,23,0.42,1,291,5
23505020,Home in Point Lonsdale  4.67  4  6  2,Queenscliffe,-38.28507,144.61356,Entire home/apt,1054.0,1,6,0.13,58,274,0
23508455,Townhouse in Point Lonsdale  4.38  3  5  2.5,Queenscliffe,-38.28617,144.61427,Entire home/apt,383.0,2,16,0.23,96,153,1
23524734,Home in Apollo Bay  4.25  3  4  1 bath,Colac Otway,-38.75391,143.62461,Entire home/apt,259.0,2,8,0.11,587,168,0
23524758,Home in Anglesea  4  5  2,Surf Coast,-38.42688,144.17834,Entire home/apt,577.0,2,2,0.07,587,29,0
23524766,Home in Apollo Bay  4.60  3  4  2,Colac Otway,-38.756653,143.660995,Entire home/apt,271.0,2,5,0.08,587,158,1
23524825,Home in Lorne  4.67  4  5  1 bath,Surf Coast,-38.54741,143.97785,Entire home/apt,565.0,2,6,0.09,587,118,0
23524836,Home in Aireys Inlet  4.17  3  4  2,Surf Coast,-38.45698,144.10828,Entire home/apt,260.0,2,6,0.1,587,13,0
23525140,Rental unit in Lorne  4.17  2  3  1 bath,Surf Coast,-38.54817,143.98535,Entire home/apt,345.0,2,12,0.18,587,165,0
23525407,Home in Apollo Bay  4.73  3  4  2,Colac Otway,-38.74617,143.66691,Entire home/apt,338.0,2,22,0.32,587,107,2
23525485,Home in Moggs Creek  4.52  3  4  1 bath,Surf Coast,-38.46472,144.06642,Entire home/apt,236.0,2,21,0.38,587,147,3
23525494,Home in Lorne  4.61  3  3  2,Surf Coast,-38.53037,143.97435,Entire home/apt,586.0,2,18,0.27,587,160,2
23525539,Rental unit in Apollo Bay  4.20  3  3  2,Colac Otway,-38.75448,143.66792,Entire home/apt,294.0,2,5,0.13,587,152,0
23525623,Home in Apollo Bay  4.75  3  4  2,Colac Otway,-38.74376,143.67229,Entire home/apt,224.0,2,28,0.4,587,127,5
23525636,Home in Apollo Bay  4.67  3  4  2,Colac Otway,-38.74932,143.66088,Entire home/apt,248.0,2,12,0.46,587,78,3
23525873,Home in Apollo Bay  4.45  3  4  2,Colac Otway,-38.75056,143.6677,Entire home/apt,329.0,2,11,0.18,587,125,2
23526313,Rental unit in Lorne  4.60  2  3  2,Surf Coast,-38.53797,143.97327,Entire home/apt,377.0,2,5,0.08,587,0,0
23526532,Home in Anglesea  4.88  3  3  1 bath,Surf Coast,-38.40781,144.19399,Entire home/apt,286.0,2,8,0.14,587,0,1
23526546,Home in Separation Creek  4.79  4  6  1 bath,Colac Otway,-38.62751,143.89944,Entire home/apt,377.0,2,28,0.43,587,154,1
23526741,Home in Anglesea  3  5  1 bath,Surf Coast,-38.40452,144.17598,Entire home/apt,421.0,2,1,0.02,587,168,0
23526796,Home in Wye River  4.30  4  4  1 bath,Colac Otway,-38.63877,143.89056,Entire home/apt,840.0,2,33,0.5,587,122,3
23526835,Townhouse in Anglesea  5.0  3  4  2,Surf Coast,-38.41056,144.18406,Entire home/apt,306.0,2,7,0.1,587,152,1
23527132,Home in Aireys Inlet  4.83  3  4  2,Surf Coast,-38.45765,144.10973,Entire home/apt,283.0,2,12,0.17,587,0,0
23527176,Home in Apollo Bay  4.90  4  5  1 bath,Colac Otway,-38.74953,143.66362,Entire home/apt,352.0,2,10,0.14,587,158,0
23527416,Home in Wye River  4.46  3  3  1 bath,Colac Otway,-38.63066,143.89048,Entire home/apt,718.0,2,41,0.59,587,159,0
23527428,Home in Lorne  4.65  3  4  1 bath,Surf Coast,-38.53804,143.9715,Entire home/apt,412.0,2,31,0.45,587,148,2
23527469,Home in Lorne  4.62  4  5  2,Surf Coast,-38.54504,143.97085,Entire home/apt,436.0,2,13,0.22,587,141,0
23530828,Home in Skenes Creek  4.68  2  2  1 bath,Colac Otway,-38.72147,143.71341,Entire home/apt,248.0,2,31,0.49,587,146,1
23531029,Home in Aireys Inlet  4.20  4  6  1 bath,Surf Coast,-38.455765047166,144.11219594204,Entire home/apt,351.0,2,15,0.22,587,152,2
23531162,Home in Lorne  4.67  3  5  2,Surf Coast,-38.54497,143.97091,Entire home/apt,432.0,2,3,0.06,587,156,0
23531426,Home in Lorne  4.72  4  7  2,Surf Coast,-38.53129,143.9791,Entire home/apt,606.0,2,57,0.87,587,99,1
23531804,Rental unit in Lorne  4.78  2  3  2,Surf Coast,-38.54724,143.98364,Entire home/apt,306.0,2,9,0.25,587,153,0
23532625,Home in Marengo  4.58  4  5  2,Colac Otway,-38.77932,143.66388,Entire home/apt,311.0,2,40,0.64,587,134,4
23532673,Home in Lorne  4.21  3  4  2,Surf Coast,-38.52693,143.98003,Entire home/apt,236.0,2,24,0.38,587,142,3
23532762,Home in Wye River  4.84  3  4  1 bath,Colac Otway,-38.63285,143.88988,Entire home/apt,477.0,2,55,0.8,587,143,7
23532803,Home in Lorne  4.27  4  6  2,Surf Coast,-38.5331,143.97732,Entire home/apt,459.0,2,15,0.23,587,143,2
23533481,Home in Apollo Bay  4.0  4  4  2,Colac Otway,-38.743,143.67162,Entire home/apt,353.0,2,3,0.08,587,154,0
23542358,Home in Apollo Bay  3.40  4  6  2,Colac Otway,-38.74512,143.67152,Entire home/apt,311.0,2,5,0.12,587,142,0
23559358,Townhouse in Anglesea  4.18  2  3  1 bath,Surf Coast,-38.42048,144.17506,Entire home/apt,230.0,2,11,0.16,587,65,0
23566134,Home in Bolwarra  4.74  3  6  2,Glenelg,-38.30415,141.60965,Entire home/apt,200.0,2,46,0.7,1,233,7
23571268,Townhouse in Lorne  4.63  1 bedroom  2  1 bath,Surf Coast,-38.53634,143.97491,Entire home/apt,300.0,2,183,2.61,1,23,23
23582164,Home in Anglesea  4.81  4  8  2,Surf Coast,-38.39986,144.19059,Entire home/apt,589.0,4,26,0.38,1,33,2
23583589,Guest suite in Lorne  4.95  3  4  1 bath,Surf Coast,-38.54749,143.97168,Entire home/apt,268.0,2,115,1.78,3,16,17
23583921,Rental unit in Warrnambool  4.94  1 bedroom  1 bed  1 bath,Warrnambool,-38.38668,142.48702,Entire home/apt,185.0,2,67,0.99,1,346,14
23585326,Home in Aireys Inlet  4.87  3  7  1 bath,Surf Coast,-38.4629,144.10428,Entire home/apt,189.0,2,109,1.56,1,35,12
23599250,Cottage in Dunkeld  4.93  2  3  1 bath,Southern Grampians,-37.65003,142.33948,Entire home/apt,150.0,2,106,1.5,1,48,18
23599315,Home in Kawarren  4.82  3  5  1 bath,Colac Otway,-38.46506,143.60297,Entire home/apt,280.0,3,17,0.25,1,166,2
23601428,Rental unit in Anglesea  4.88  3  6  2,Surf Coast,-38.40683,144.18437,Entire home/apt,971.0,1,43,0.63,1,70,3
23618301,Guest suite in Warrnambool  4.92  Studio  2  1 bath,Warrnambool,-38.38871,142.49619,Entire home/apt,160.0,1,60,0.85,1,16,0
23633719,Home in Birregurra  4.56  3  6  2,Colac Otway,-38.3379,143.78901,Entire home/apt,265.0,2,32,0.51,1,148,7
23650251,Rental unit in Lorne  4.43  3  4  2,Surf Coast,-38.54724,143.98364,Entire home/apt,377.0,2,14,0.2,587,149,0
23686507,Home in Skenes Creek  5.0  3  6  2,Colac Otway,-38.7254,143.7088,Entire home/apt,493.0,7,3,0.08,16,76,0
23708177,Home in Saint Leonards  4.93  4  6  2,Greater Geelong,-38.16676,144.71375,Entire home/apt,346.0,2,57,0.84,1,333,8
23735403,Townhouse in Saint Leonards  4.39  2  3  1 bath,Greater Geelong,-38.17278,144.71245,Entire home/apt,139.0,1,113,1.61,1,1,11
23741008,Home in Anglesea  4.92  3  5  2,Surf Coast,-38.42502,144.17371,Entire home/apt,460.0,7,13,0.22,2,128,2
23750304,Home in Queenscliff  4.66  4  4  1 bath,Queenscliffe,-38.270233,144.64537,Entire home/apt,360.0,2,41,0.67,1,46,1
23756728,Home in Nelson  4.92  3  3  2.5,Glenelg,-38.04142,141.00686,Entire home/apt,300.0,2,26,0.37,1,163,2
23776752,Home in Point Lonsdale  4.96  3  8  2,Queenscliffe,-38.28229,144.60606,Entire home/apt,400.0,2,27,0.39,1,165,1
23777258,Home in Ocean Grove  4.79  2  3  1 bath,Greater Geelong,-38.25225,144.53356,Entire home/apt,343.0,1,166,2.77,1,86,29
23790498,Cottage in Forrest  4.92  2  3  1 bath,Colac Otway,-38.51927,143.71366,Entire home/apt,221.0,2,338,4.92,1,0,74
23792196,Home in Big Hill  4.52  4  7  2,Surf Coast,-38.49646,144.01067,Entire home/apt,847.0,3,23,0.37,30,271,1
23792453,Rental unit in Apollo Bay  3  4  1 bath,Colac Otway,-38.76001,143.66938,Entire home/apt,271.0,2,2,0.05,587,117,0
23792783,Bungalow in Wallington  4.85  1 bedroom  2  1 bath,Greater Geelong,-38.2198,144.5061,Entire home/apt,120.0,2,320,4.59,2,0,48
23793773,Home in Ocean Grove  4.75  3  5  2.5,Greater Geelong,-38.26103,144.51281,Entire home/apt,299.0,8,4,0.06,12,35,0
23843986,Home in Torquay  4.88  3  4  2,Surf Coast,-38.32111,144.33321,Entire home/apt,380.0,2,72,1.03,2,254,14
23885665,Rental unit in Apollo Bay  4.71  3  4  2,Colac Otway,-38.75979996,143.66999817,Entire home/apt,808.0,2,87,1.39,65,250,10
23890255,Home in Torquay  4.85  2  4  1 bath,Surf Coast,-38.33648,144.32491,Entire home/apt,426.0,2,39,0.57,1,307,4
23906872,Home in Lorne  4.88  5  9  1.5,Surf Coast,-38.53477,143.97242,Entire home/apt,950.0,2,33,0.49,30,288,0
23948267,Home in Apollo Bay  4.28  3  3  2,Colac Otway,-38.7526604,143.6586764,Entire home/apt,221.0,2,40,0.66,587,136,3
23952391,Cottage in Camperdown  4.84  3  4  1.5,Corangamite,-38.2325,143.14611,Entire home/apt,294.0,2,87,1.24,1,148,17
23964713,Home in Torquay  4.72  4  9  2,Surf Coast,-38.3303,144.32001,Entire home/apt,415.0,2,47,0.68,20,238,6
23965454,Loft in Apollo Bay  4.91  Studio  2  1 bath,Colac Otway,-38.76481,143.60623,Entire home/apt,300.0,1,303,4.33,1,74,53
23984893,Home in Skenes Creek  4.61  3  7  1 bath,Colac Otway,-38.7211,143.71545,Entire home/apt,379.0,7,105,1.5,1,132,1
23997042,Home in Queenscliff  4.80  4  8  3,Queenscliffe,-38.26376,144.66572,Entire home/apt,483.0,2,40,0.59,96,144,3
23997410,Home in Skenes Creek  4.43  3  4  2,Colac Otway,-38.72289,143.71216,Entire home/apt,442.0,2,7,0.15,587,163,1
23998217,Townhouse in Geelong  4.84  4  5  3,Greater Geelong,-38.14862,144.36888,Entire home/apt,580.0,1,126,1.85,2,29,24
23998506,Cottage in Queenscliff  4.92  4  7  3,Queenscliffe,-38.26374,144.66551,Entire home/apt,306.0,2,26,0.45,96,113,6
24000766,Home in Queenscliff  4.86  5  6  3,Queenscliffe,-38.2648757,144.6653672,Entire home/apt,483.0,2,37,0.55,96,118,6
24018653,Guesthouse in Torquay  4.98  1 bedroom  1 bed  1.5,Surf Coast,-38.32246,144.31961,Entire home/apt,350.0,2,46,1.85,1,35,17
24041554,Guesthouse in Torquay  4.92  1 bedroom  1 bed  1 bath,Surf Coast,-38.30213,144.32718,Entire home/apt,265.0,2,464,6.66,1,155,29
24049163,Cottage in Skenes Creek North  3.80  3  4  1 bath,Colac Otway,-38.69194,143.71295,Entire home/apt,200.0,3,5,0.23,1,333,3
24068251,Home in Queenscliff  5.0  15  18  15,Queenscliffe,-38.26998,144.65888,Entire home/apt,2736.0,2,12,0.19,1,0,2
24120287,Guest suite in Norlane  4.65  1 bedroom  2  1.5,Greater Geelong,-38.09306,144.34656,Entire home/apt,198.0,2,114,1.64,5,250,0
24122961,Guesthouse in Anglesea  4.84  2  3  1 bath,Surf Coast,-38.42062,144.17139,Entire home/apt,269.0,2,64,0.96,1,154,4
24141266,Home in Point Lonsdale  5.0  7  10  6,Queenscliffe,-38.271236,144.62262,Entire home/apt,1367.0,2,21,0.32,4,312,4
24163959,Guest suite in Port Fairy  4.97  1 bedroom  1 bed  1 bath,Moyne,-38.38133,142.23224,Entire home/apt,469.0,1,175,3.38,3,321,23
24167280,Cottage in Barwon Heads  4.97  3  4  2,Greater Geelong,-38.27076,144.48787,Entire home/apt,425.0,2,203,2.95,1,0,33
24204708,Home in Nelson  4.86  2  3  1.5,Glenelg,-38.03669,141.00295,Entire home/apt,180.0,2,42,0.62,2,289,15
24209870,Rental unit in Port Fairy  4.98  1 bedroom  1 bed  1 bath,Moyne,-38.38223,142.23938,Entire home/apt,289.0,1,198,2.85,3,233,19
24211581,Home in Port Fairy  4  1 bed  1 shared bath,Moyne,-38.38243,142.23067,Private room,140.0,1,2,0.06,5,316,1
24212670,Loft in East Geelong  4.64  1 bedroom  1 bed  1 bath,Greater Geelong,-38.15663,144.37332,Entire home/apt,94.0,1,188,2.72,25,0,46
24216709,Rental unit in Port Fairy  4.92  2  2  1 bath,Moyne,-38.38223,142.23938,Entire home/apt,543.0,1,24,0.34,3,261,5
24238926,Home in Barwon Heads  4.84  3  4  1.5,Greater Geelong,-38.27042,144.48793,Entire home/apt,403.0,2,44,0.71,1,160,2
24250732,Home in Port Fairy  1 bedroom  1 bed  1 private bath,Moyne,-38.3802,142.23047,Private room,170.0,1,1,0.01,5,316,0
24250951,Home in Port Fairy  4.86  1 bedroom  1 bed  1 shared bath,Moyne,-38.3806,142.23129,Private room,150.0,1,7,0.11,5,316,2
24251043,Home in Port Fairy  1 bedroom  4  1 shared bath,Moyne,-38.38044,142.23215,Private room,150.0,1,1,0.02,5,316,0
24252169,Home in Ocean Grove  4.20  2  5  1 bath,Greater Geelong,-38.268009185791016,144.5438690185547,Entire home/apt,200.0,2,10,0.3,1,329,9
24266235,Home in Lara  4.80  1 bedroom  1 bed  1 shared bath,Greater Geelong,-38.02345,144.41711,Private room,150.0,1,5,0.07,1,362,0
24274596,Home in Warrnambool  4.91  1 bedroom  1 bed  1 shared bath,Warrnambool,-38.36024,142.50382,Private room,227.0,1,360,5.19,1,197,111
24275444,Villa in Bellbrae  4.87  2  3  1 bath,Surf Coast,-38.33955,144.31067,Entire home/apt,350.0,1,46,0.72,3,312,7
24275990,Rental unit in Bellbrae  4.81  1 bedroom  1 bed  1 bath,Surf Coast,-38.34289,144.2618,Entire home/apt,320.0,1,21,0.3,3,334,3
24315881,Cottage in Dunkeld  4.95  2  3  1 bath,Southern Grampians,-37.64513,142.33243,Entire home/apt,276.0,2,204,3.01,1,319,42
24336148,Rental unit in Geelong  4.91  2  3  1 bath,Greater Geelong,-38.14958,144.35323,Entire home/apt,336.0,1,82,1.18,5,303,3
24338729,Rental unit in Point Lonsdale  4.75  1 bedroom  1 bed  1 bath,Queenscliffe,-38.27878,144.61581,Entire home/apt,183.0,4,60,0.94,2,59,5
24340552,Home in Lorne  4.81  3  4  2.5,Surf Coast,-38.52531,143.97854,Entire home/apt,600.0,2,96,1.4,1,318,10
24374852,Rental unit in Lorne  4.81  1 bedroom  1 bed  1 bath,Surf Coast,-38.53685,143.97513,Entire home/apt,203.0,2,145,2.12,1,93,27
24379409,Rental unit in Geelong  4.81  2  3  1 bath,Greater Geelong,-38.14814,144.35282,Entire home/apt,343.0,1,85,1.23,5,320,1
24386041,Rental unit in Barwon Heads  4.33  2  3  1 bath,Greater Geelong,-38.2781,144.4553,Entire home/apt,553.0,3,3,0.2,1,333,2
24396772,Condo in Lorne  4.94  2  2  2,Surf Coast,-38.54747,143.98497,Entire home/apt,272.0,2,378,5.63,2,112,82
24399223,Guest suite in Port Campbell  4.75  Studio  2  1 private bath,Corangamite,-38.6079,143.0044,Private room,289.0,1,8,0.13,9,231,1
24399262,Guesthouse in Port Campbell  5.0  2  3  1 bath,Corangamite,-38.6079,143.0044,Entire home/apt,384.0,1,18,0.29,9,90,6
24401446,Guest suite in Torquay  4.96  1 bedroom  1 bed  1.5,Surf Coast,-38.32302,144.30909,Entire home/apt,170.0,1,128,1.88,1,0,31
24453142,Townhouse in Torquay  3  5  2,Surf Coast,-38.31653,144.34225,Entire home/apt,530.0,2,2,0.09,136,270,0
24498868,Rental unit in Norlane  4.72  1 bedroom  3  1.5,Greater Geelong,-38.093,144.34641,Entire home/apt,204.0,2,147,2.14,5,255,16
24542198,Cottage in Lorne  4.86  2  2  1 bath,Surf Coast,-38.52424956148274,143.93897518117473,Entire home/apt,221.0,2,131,1.97,1,123,40
24562274,Rental unit in Geelong West  4.85  1 bedroom  1 bed  1 bath,Greater Geelong,-38.14582,144.34959,Entire home/apt,150.0,3,39,0.57,4,274,7
24637157,Townhouse in Geelong  4.77  3  4  2.5,Greater Geelong,-38.14862,144.36888,Entire home/apt,425.0,2,143,2.1,2,33,37
24637770,Rental unit in Queenscliff  4.62  2  3  1.5,Queenscliffe,-38.26677,144.65933,Entire home/apt,220.0,2,79,1.17,1,322,20
24658565,Townhouse in Lorne  4.60  3  4  2,Surf Coast,-38.53705,143.97393,Entire home/apt,955.0,2,10,0.16,587,148,0
24661099,Home in Apollo Bay  4.82  3  6  2,Colac Otway,-38.75524,143.66682,Entire home/apt,431.0,2,130,1.92,14,0,20
24664441,Home in Lorne  4.74  3  6  2.5,Surf Coast,-38.53629,143.96946,Entire home/apt,518.0,2,65,0.95,23,318,15
24677491,Home in Nelson  4.61  4  5  2,Glenelg,-38.049,141.01029,Entire home/apt,165.0,2,122,1.8,3,314,18
24682050,Cottage in Kennett River  4.80  2  3  1 bath,Colac Otway,-38.6621,143.85949,Entire home/apt,240.0,2,111,1.66,1,138,22
24698441,Home in Torquay  5.0  2  2  1 bath,Surf Coast,-38.3333,144.31419,Entire home/apt,200.0,3,5,0.21,1,85,3
24722155,Home in Warrnambool  4.75  3  3  1 bath,Warrnambool,-38.38167,142.47225,Entire home/apt,350.0,2,165,2.42,1,10,30
24735591,Bungalow in Portarlington  4.95  Studio  1 bed  1 bath,Greater Geelong,-38.12147,144.6357,Entire home/apt,112.0,1,365,5.4,1,294,76
24741942,Bungalow in Aireys Inlet  4.91  4  7  3,Surf Coast,-38.45156,144.10515,Entire home/apt,1058.0,2,140,2.04,67,19,15
24758375,Townhouse in Apollo Bay  4.33  3  4  2,Colac Otway,-38.74258,143.66935,Entire home/apt,351.0,2,6,0.09,587,167,0
24760431,Rental unit in Aireys Inlet  4.97  2  3  1 private bath,Surf Coast,-38.46298,144.10533,Private room,286.0,3,29,0.43,2,29,1
24779320,Home in Warrnambool  4.93  7  11  4,Warrnambool,-38.39063,142.52956,Entire home/apt,600.0,2,111,1.73,7,195,17
24810133,Home in Apollo Bay  4.19  4  5  2.5,Colac Otway,-38.75036,143.66047,Entire home/apt,311.0,2,16,0.29,587,163,0
24810798,Townhouse in Torquay  4.92  3  4  2.5,Surf Coast,-38.31108,144.34767,Entire home/apt,400.0,2,61,0.89,1,331,3
24811224,Home in Apollo Bay  4.45  3  5  2,Colac Otway,-38.75475,143.66435,Entire home/apt,201.0,2,11,0.17,587,131,1
24832398,Farm stay in Hamilton  5.0  1 bedroom  2  1 private bath,Southern Grampians,-37.75887,142.04515,Private room,210.0,2,8,0.13,1,59,0
24834982,Home in Ocean Grove  4.90  3  4  2,Greater Geelong,-38.27033,144.51812,Entire home/apt,501.0,3,41,0.61,1,228,5
24859323,Cottage in Port Fairy  4.95  Studio  1 bed  1 bath,Moyne,-38.37595,142.22796,Entire home/apt,207.0,2,61,0.89,3,267,10
24897936,Home in Point Lonsdale  4.82  5  8  2,Queenscliffe,-38.27762,144.60966,Entire home/apt,577.0,2,57,0.84,96,121,5
24899123,Home in Port Fairy  4.50  4  6  2,Moyne,-38.37778,142.24305,Entire home/apt,306.0,2,6,0.09,112,146,1
24899152,Home in Newcomb  5.0  3  4  1 bath,Greater Geelong,-38.167,144.39006,Entire home/apt,196.0,5,6,0.09,3,0,0
24921251,Home in Lorne  4.33  3  5  3,Surf Coast,-38.52986,143.97457,Entire home/apt,715.0,2,15,0.23,30,303,3
24925771,Home in Tarrone  4.92  1 bedroom  1 bed  1 private bath,Moyne,-38.2796,142.20096,Private room,55.0,1,62,0.92,1,1,3
24947903,Farm stay in Port Campbell  4.85  1 bedroom  1 bed  1 bath,Corangamite,-38.58945,142.96896,Entire home/apt,110.0,1,143,2.09,2,5,5
25036240,Cottage in Camperdown  4.88  2  2  1 bath,Corangamite,-38.23928,143.14872,Entire home/apt,155.0,3,232,3.43,1,102,25
25057266,Home in Ocean Grove  4.57  3  3  2,Greater Geelong,-38.24701,144.54501,Entire home/apt,311.0,3,7,0.19,1,77,4
25085113,Guesthouse in Port Campbell  4.81  1 bedroom  2  1 bath,Corangamite,-38.60892,143.00147,Entire home/apt,110.0,1,669,9.8,1,0,131
25086517,Home in Skenes Creek  4.25  2  3  1 bath,Colac Otway,-38.72189,143.71792,Entire home/apt,201.0,2,12,0.2,587,161,1
25087587,Home in Skenes Creek  4.57  3  4  1 bath,Colac Otway,-38.72113,143.71383,Entire home/apt,286.0,2,7,0.27,587,162,1
25087734,Home in Apollo Bay  4.65  3  4  1 bath,Colac Otway,-38.75138,143.66541,Entire home/apt,221.0,2,23,0.35,587,88,1
25088726,Home in Port Fairy  4.18  4  8  2,Moyne,-38.38712,142.22128,Entire home/apt,347.0,2,17,0.28,112,165,2
25102424,Home in Grassmere  4.99  4  5  2,Moyne,-38.26564,142.52865,Entire home/apt,214.0,2,72,1.15,1,0,0
25115003,Home in Torquay  4.68  5  11  2,Surf Coast,-38.31953,144.333221,Entire home/apt,840.0,2,31,0.46,136,100,3
25139854,Rental unit in Apollo Bay  4.56  3  4  1 bath,Colac Otway,-38.75981,143.66731,Entire home/apt,294.0,2,9,0.13,587,0,0
25140592,Home in Apollo Bay  4.32  3  5  2,Colac Otway,-38.75021,143.66124,Entire home/apt,291.0,2,22,0.37,587,125,0
25141942,Home in Apollo Bay  4.65  5  5  2,Colac Otway,-38.74933,143.66551,Entire home/apt,447.0,2,17,0.29,587,25,0
25168607,Home in Queenscliff  5.0  2  4  2,Queenscliffe,-38.27037,144.65358,Entire home/apt,650.0,1,17,0.29,58,264,4
25169066,Rental unit in Queenscliff  3  4  2,Queenscliffe,-38.26805,144.66092,Entire home/apt,517.0,1,1,0.02,58,49,0
25210409,Guesthouse in Coragulac  4.91  2  2  1 bath,Colac Otway,-38.25833,143.52457,Entire home/apt,295.0,1,96,1.53,2,349,14
25219868,Guesthouse in Nelson  4.81  2  1 bed  1 bath,Glenelg,-38.03517,141.00464,Entire home/apt,140.0,2,80,1.28,2,337,14
25235435,Townhouse in Apollo Bay  5.0  3  4  2,Colac Otway,-38.75077,143.66814,Entire home/apt,283.0,2,7,0.15,587,130,0
25238233,Home in Skenes Creek  4.75  6  9  3,Colac Otway,-38.72315,143.71689,Entire home/apt,599.0,2,52,0.82,587,106,9
25238304,Home in Belmont  4.44  2  3  1 bath,Greater Geelong,-38.17105,144.3402,Entire home/apt,183.0,2,84,1.25,25,1,10
25245074,Rental unit in Port Fairy  4.96  3  4  2,Moyne,-38.37544,142.24592,Entire home/apt,400.0,3,45,0.71,1,302,14
25263192,Home in Colac  4.89  4  4  2,Colac Otway,-38.34147785421407,143.5643809220753,Entire home/apt,250.0,2,37,0.55,2,169,4
25266220,Home in Warrnambool  4.97  3  4  2.5,Warrnambool,-38.37585,142.47256,Entire home/apt,550.0,2,115,1.7,1,201,24
